date,expiry,T,F,n_strikes,sabr_alpha,sabr_rho,sabr_nu,sabr_rmse,merton_sigma,merton_lam,merton_muJ,merton_delta,merton_rmse,js_alpha,js_rho,js_nu,js_lam,js_muJ,js_delta,js_rmse
2024-08-15,2024-10-25,0.1944,56731.69,19,0.5396,0.1644,0.6037,0.00546,,,,,,0.5396,0.1644,0.6037,0.9998,-0.0618,0.3119,0.005462
2024-08-15,2024-12-27,0.3669,56956.33,9,0.6044,0.1371,0.5926,0.000902,,,,,,0.6044,0.1371,0.5926,0.9999,-0.0765,0.3076,0.000929
2024-08-16,2024-08-23,0.0192,59333.15,23,0.4804,-0.1068,5.0,0.019132,0.4563,3.2593,-0.1006,0.1677,0.025559,0.4804,-0.1068,5.0,0.9999,-0.05,0.3157,0.019132
2024-08-16,2024-08-30,0.0383,58218.34,25,0.4884,-0.1046,3.3667,0.014064,0.4811,0.9968,-0.1,0.2567,0.01629,0.4884,-0.1046,3.3667,0.9997,-0.0766,0.3072,0.014058
2024-08-16,2024-09-06,0.0575,58476.75,15,0.4952,-0.1487,2.6169,0.003126,0.4711,1.003,0.1,0.2492,0.007008,0.4952,-0.1487,2.6169,0.9997,-0.0632,0.3114,0.003131
2024-08-16,2024-09-27,0.115,58447.47,15,0.5279,0.2111,0.6646,0.007473,0.4696,1.0085,-0.1,0.3028,0.004712,0.5279,0.2111,0.6646,0.9998,-0.0568,0.3135,0.007475
2024-08-16,2024-10-25,0.1916,58446.47,14,0.5353,0.2357,0.6551,0.002565,0.4594,1.0088,0.1,0.3472,0.002808,0.5353,0.2357,0.6551,0.9998,-0.0684,0.3098,0.002575
2024-08-16,2024-11-08,0.23,59638.22,8,0.5889,0.222,0.6643,0.003825,0.4535,1.0217,-0.1,0.4775,0.001962,0.5889,0.222,0.6643,0.9997,-0.0639,0.3113,0.003831
2024-08-16,2024-12-27,0.3641,58467.91,7,0.6052,0.1542,0.6095,0.001064,0.4531,1.0196,0.1,0.4866,0.002083,0.6052,0.1542,0.6095,0.9997,-0.0756,0.3075,0.001093
2024-08-17,2024-08-30,0.0356,59610.0,18,0.4717,-0.0869,3.301,0.006203,,,,,,0.4717,-0.0869,3.301,0.9998,-0.0625,0.3117,0.006204
2024-08-17,2024-09-06,0.0548,59284.39,14,0.4777,-0.1381,2.613,0.00501,,,,,,0.4777,-0.1381,2.613,0.9997,-0.0645,0.311,0.005011
2024-08-17,2024-09-27,0.1123,59456.41,11,0.5114,0.2659,0.6871,0.005086,,,,,,0.5114,0.2659,0.6871,0.9997,-0.0616,0.312,0.005089
2024-08-17,2024-10-25,0.1889,59003.89,10,0.533,0.1602,0.5976,0.000985,,,,,,0.533,0.1602,0.5976,0.9997,-0.069,0.3096,0.001009
2024-08-18,2024-08-30,0.0329,59835.92,16,0.4999,-0.0198,2.9537,0.008594,,,,,,0.4999,-0.0198,2.9537,0.9997,-0.0651,0.3108,0.008594
2024-08-18,2024-09-06,0.052,59817.33,12,0.5057,-0.1888,2.7343,0.005081,,,,,,0.5057,-0.1888,2.7343,0.9998,-0.0635,0.3114,0.005083
2024-08-18,2024-09-27,0.1095,60211.37,9,0.5282,0.2808,0.693,0.009135,,,,,,0.5282,0.2808,0.693,0.9998,-0.0624,0.3118,0.009136
2024-08-18,2024-10-25,0.1862,59684.55,10,0.5385,-0.1027,1.4045,0.00283,,,,,,0.5385,-0.1027,1.4045,0.9997,-0.0638,0.3113,0.002834
2024-08-19,2024-08-30,0.0301,58551.8,23,0.4859,-0.09,3.9022,0.009823,,,,,,0.4859,-0.09,3.9022,0.9997,-0.0758,0.3074,0.009815
2024-08-19,2024-09-06,0.0493,58319.93,12,0.4944,-0.0327,2.45,0.005065,,,,,,0.4944,-0.0327,2.45,0.9998,-0.0618,0.3119,0.005067
2024-08-19,2024-09-27,0.1068,58208.76,17,0.5151,-0.1264,1.9256,0.005811,,,,,,0.5151,-0.1264,1.9256,1.0,-0.0516,0.3153,0.005811
2024-08-19,2024-10-25,0.1834,58944.74,17,0.5401,0.1352,0.5857,0.003466,,,,,,0.5401,0.1352,0.5857,0.9998,-0.0623,0.3117,0.003469
2024-08-19,2024-11-08,0.2218,58407.69,8,0.5929,0.2011,0.64,0.001065,,,,,,0.5929,0.2011,0.64,0.9997,-0.0676,0.31,0.001085
2024-08-19,2024-12-27,0.3559,58208.76,6,0.6016,0.0406,0.8506,0.002471,,,,,,0.6016,0.0406,0.8506,0.9996,-0.0682,0.3098,0.002479
2024-08-20,2024-08-30,0.0274,60686.98,24,0.4921,-0.0074,3.5989,0.009509,,,,,,0.4921,-0.0074,3.5989,0.9998,-0.0593,0.3127,0.00951
2024-08-20,2024-09-06,0.0465,59129.86,13,0.4882,0.1406,1.9976,0.009502,,,,,,0.4882,0.1406,1.9976,0.9995,-0.076,0.3073,0.009494
2024-08-20,2024-09-27,0.104,58983.67,15,0.5119,-0.1256,1.8685,0.003441,,,,,,0.5119,-0.1256,1.8685,0.9997,-0.065,0.3109,0.003443
2024-08-20,2024-10-25,0.1807,58833.02,18,0.5293,0.2147,0.6377,0.002794,,,,,,0.5293,0.2147,0.6377,0.9997,-0.0628,0.3116,0.002798
2024-08-20,2024-11-08,0.219,59244.84,7,0.5893,0.2469,0.661,0.002009,,,,,,0.5893,0.2469,0.661,0.9994,-0.0692,0.3096,0.002017
2024-08-20,2024-12-27,0.3532,60815.09,8,0.6014,0.1413,0.6401,0.004494,,,,,,0.6014,0.1413,0.6401,0.9999,-0.0751,0.3124,0.004505
2024-08-21,2024-08-30,0.0246,61553.22,23,0.4892,0.1374,3.9092,0.010323,,,,,,0.4892,0.1374,3.9092,0.9998,-0.0574,0.3133,0.010324
2024-08-21,2024-09-06,0.0438,61065.92,14,0.496,0.0666,2.7751,0.008581,,,,,,0.496,0.0666,2.7751,0.9997,-0.0643,0.3111,0.008582
2024-08-21,2024-09-27,0.1013,59784.6,14,0.523,-0.042,1.7089,0.002544,,,,,,0.523,-0.042,1.7089,0.9998,-0.0617,0.3119,0.002549
2024-08-21,2024-10-25,0.178,59793.73,20,0.5395,0.2068,0.6344,0.002675,,,,,,0.5395,0.2068,0.6344,0.9998,-0.063,0.3115,0.002679
2024-08-21,2024-11-08,0.2163,61041.22,6,0.5987,0.23,0.6641,0.000513,,,,,,0.5987,0.23,0.6641,0.9997,-0.0687,0.3097,0.000542
2024-08-21,2024-12-27,0.3504,61391.43,6,0.6095,0.1944,0.6385,0.001846,,,,,,0.6095,0.1944,0.6385,0.9994,-0.075,0.3075,0.001865
2024-08-22,2024-08-30,0.0219,60391.54,26,0.4768,-0.1178,4.7676,0.013096,,,,,,0.4768,-0.1178,4.7676,0.9999,-0.0579,0.3132,0.013097
2024-08-22,2024-09-06,0.0411,60961.49,12,0.5,0.6685,0.954,0.009399,,,,,,0.5,0.6685,0.954,0.9996,-0.0602,0.3123,0.009401
2024-08-22,2024-09-13,0.0602,60914.19,13,0.5119,-0.2157,2.8635,0.005828,,,,,,0.5119,-0.2157,2.8635,0.9999,-0.0582,0.3131,0.005831
2024-08-22,2024-09-27,0.0986,61011.79,14,0.5328,0.2001,0.6587,0.006256,,,,,,0.5328,0.2001,0.6587,0.9998,-0.0602,0.3124,0.006259
2024-08-22,2024-10-25,0.1752,60419.84,11,0.547,0.1292,0.5916,0.003152,,,,,,0.547,0.1292,0.5916,1.0002,-0.0604,0.3117,0.003156
2024-08-22,2024-12-27,0.3477,60682.08,7,0.6177,0.0781,0.5694,0.001502,,,,,,0.6177,0.0781,0.5694,0.9998,-0.0756,0.3075,0.001522
2024-08-23,2024-08-30,0.0192,64019.42,28,0.483,-0.014,5.0,0.086528,0.4761,0.0981,-0.1002,2.0,0.069124,0.483,-0.014,5.0,0.9996,-0.0498,0.3156,0.086528
2024-08-23,2024-09-06,0.0383,61144.51,16,0.4726,-0.0751,2.8417,0.00739,0.4622,1.0009,0.1,0.2095,0.005699,0.4726,-0.0751,2.8417,0.9996,-0.0763,0.3073,0.007375
2024-08-23,2024-09-13,0.0575,61897.96,17,0.4941,-0.0538,1.9443,0.004858,0.4734,1.0008,0.1,0.214,0.00396,0.4941,-0.0538,1.9443,0.9997,-0.0646,0.311,0.004859
2024-08-23,2024-09-27,0.0958,62378.85,19,0.5097,-0.0911,1.8725,0.005294,0.4506,1.0114,0.1,0.3473,0.011448,0.5097,-0.0911,1.8725,0.9999,-0.0562,0.3137,0.005297
2024-08-23,2024-10-25,0.1725,63653.45,23,0.5292,-0.0553,1.4128,0.005977,0.4605,1.0104,0.1,0.3469,0.006863,0.5292,-0.0553,1.4128,0.9998,-0.0605,0.3123,0.00598
2024-08-23,2024-11-08,0.2108,63695.34,8,0.5975,0.2574,0.6718,0.003006,0.4815,1.0222,-0.1,0.4502,0.005364,0.5975,0.2574,0.6718,0.9996,-0.0707,0.3091,0.003008
2024-08-23,2024-12-27,0.345,63704.56,10,0.5955,0.0166,1.2274,0.003168,0.4255,1.0142,-0.1,0.554,0.003294,0.5955,0.0166,1.2274,0.9998,-0.068,0.3099,0.003173
2024-08-24,2024-09-06,0.0356,64207.23,16,0.4697,-0.0883,3.7617,0.008706,,,,,,0.4697,-0.0883,3.7617,0.9997,-0.0775,0.3069,0.008687
2024-08-24,2024-09-13,0.0548,64235.28,17,0.4927,-0.039,2.454,0.006016,,,,,,0.4927,-0.039,2.454,0.9997,-0.0664,0.3104,0.006016
2024-08-24,2024-09-27,0.0931,64107.23,15,0.5169,-0.0588,1.7982,0.004411,,,,,,0.5169,-0.0588,1.7982,0.9997,-0.0639,0.3112,0.004414
2024-08-24,2024-10-25,0.1697,63738.13,20,0.5533,0.1424,0.6039,0.003207,,,,,,0.5533,0.1424,0.6039,0.9997,-0.0619,0.3119,0.00321
2024-08-24,2024-11-08,0.2081,64316.89,7,0.6107,0.1506,0.6207,0.002288,,,,,,0.6107,0.1506,0.6207,1.0001,-0.0663,0.3107,0.002298
2024-08-24,2024-12-27,0.3422,63984.38,7,0.6202,0.0479,0.8395,0.001195,,,,,,0.6202,0.0479,0.8395,0.9999,-0.0762,0.3073,0.001216
2024-08-25,2024-09-06,0.0329,64275.25,13,0.4778,0.0263,3.3982,0.008094,,,,,,0.4778,0.0263,3.3982,0.9997,-0.0711,0.3089,0.008087
2024-08-25,2024-09-13,0.052,64333.1,12,0.4958,-0.0317,2.6368,0.004998,,,,,,0.4958,-0.0317,2.6368,0.9997,-0.0715,0.3088,0.004998
2024-08-25,2024-09-27,0.0903,64258.64,12,0.5136,-0.0059,1.887,0.004114,,,,,,0.5136,-0.0059,1.887,0.9997,-0.0655,0.3107,0.004116
2024-08-25,2024-10-25,0.167,64014.56,11,0.5545,0.164,0.6065,0.002944,,,,,,0.5545,0.164,0.6065,0.9997,-0.0687,0.3097,0.002953
2024-08-26,2024-09-06,0.0301,63374.57,18,0.4398,-0.14,4.1728,0.009893,,,,,,0.4398,-0.14,4.1728,0.9997,-0.0696,0.3094,0.00989
2024-08-26,2024-09-13,0.0493,63024.61,18,0.4728,-0.1255,2.6945,0.010156,,,,,,0.4728,-0.1255,2.6945,0.9997,-0.0654,0.3108,0.010156
2024-08-26,2024-09-27,0.0876,63769.19,17,0.4967,-0.0145,1.6283,0.005533,,,,,,0.4967,-0.0145,1.6283,0.9997,-0.0636,0.3113,0.005535
2024-08-26,2024-10-25,0.1643,63850.99,19,0.5384,0.1249,0.5786,0.0057,,,,,,0.5384,0.1249,0.5786,0.9997,-0.0707,0.3091,0.005702
2024-08-26,2024-11-08,0.2026,63362.33,7,0.5999,0.1043,0.5829,0.004164,,,,,,0.5999,0.1043,0.5829,0.9997,-0.0685,0.3098,0.004169
2024-08-26,2024-12-27,0.3368,63217.86,6,0.612,0.2003,0.6376,0.004644,,,,,,0.612,0.2003,0.6376,0.9996,-0.0785,0.3061,0.004647
2024-08-27,2024-09-06,0.0274,60556.01,17,0.4301,-0.2504,4.412,0.008412,,,,,,0.4301,-0.2504,4.412,0.9998,-0.065,0.3109,0.008411
2024-08-27,2024-09-13,0.0465,60152.18,17,0.4614,-0.2558,2.8835,0.006798,,,,,,0.4614,-0.2558,2.8835,0.9997,-0.0673,0.3101,0.006795
2024-08-27,2024-09-27,0.0849,60308.45,15,0.4802,-0.1611,1.9187,0.004645,,,,,,0.4802,-0.1611,1.9187,0.9998,-0.0626,0.3116,0.004649
2024-08-27,2024-10-25,0.1615,63155.2,18,0.5122,-0.0499,1.1504,0.005906,,,,,,0.5122,-0.0499,1.1504,0.9997,-0.0633,0.3114,0.005909
2024-08-27,2024-11-08,0.1999,61894.34,8,0.5745,0.184,0.6186,0.002935,,,,,,0.5745,0.184,0.6186,0.9997,-0.0698,0.3093,0.00294
2024-08-27,2024-12-27,0.334,60152.18,10,0.5821,0.0199,1.1137,0.002533,,,,,,0.5821,0.0199,1.1137,0.9997,-0.0693,0.3096,0.002538
2024-08-28,2024-09-06,0.0246,59165.89,17,0.4782,-0.1987,4.929,0.007751,,,,,,0.4782,-0.1987,4.929,0.9997,-0.0733,0.3082,0.007744
2024-08-28,2024-09-13,0.0438,59386.31,19,0.4896,-0.1823,3.2593,0.005731,,,,,,0.4896,-0.1823,3.2593,0.9997,-0.0678,0.31,0.005729
2024-08-28,2024-09-27,0.0821,59352.91,17,0.4986,-0.0736,1.923,0.006604,,,,,,0.4986,-0.0736,1.923,0.9997,-0.0647,0.311,0.006606
2024-08-28,2024-10-25,0.1588,58884.43,20,0.525,0.1347,0.5807,0.004926,,,,,,0.525,0.1347,0.5807,0.9997,-0.0626,0.3117,0.004928
2024-08-28,2024-11-08,0.1971,58484.04,7,0.5841,0.2179,0.6427,0.002515,,,,,,0.5841,0.2179,0.6427,0.9997,-0.0679,0.31,0.002524
2024-08-28,2024-12-27,0.3313,57937.97,10,0.6024,0.0955,0.5915,0.003033,,,,,,0.6024,0.0955,0.5915,0.9997,-0.0753,0.3076,0.003045
2024-08-29,2024-09-06,0.0219,59310.91,23,0.4508,-0.1838,4.9341,0.015519,,,,,,0.4508,-0.1838,4.9341,1.0,-0.0501,0.3157,0.015519
2024-08-29,2024-09-13,0.0411,59641.47,22,0.463,-0.1105,3.3507,0.011394,,,,,,0.463,-0.1105,3.3507,0.9997,-0.0895,0.3032,0.011329
2024-08-29,2024-09-20,0.0602,60348.77,16,0.4807,-0.0899,2.2728,0.004241,,,,,,0.4807,-0.0899,2.2728,0.9998,-0.0628,0.3116,0.004244
2024-08-29,2024-09-27,0.0794,59324.65,21,0.4845,-0.178,2.3645,0.005034,,,,,,0.4845,-0.178,2.3645,0.9999,-0.0551,0.3141,0.005035
2024-08-29,2024-10-25,0.1561,59389.84,21,0.5149,-0.114,1.3733,0.003083,,,,,,0.5149,-0.114,1.3733,0.9997,-0.0631,0.3115,0.003087
2024-08-29,2024-11-08,0.1944,60163.0,7,0.586,0.1415,0.5912,0.002859,,,,,,0.586,0.1415,0.5912,0.9996,-0.069,0.3096,0.002866
2024-08-29,2024-12-27,0.3285,59373.99,16,0.6067,0.0597,0.6091,0.001913,,,,,,0.6067,0.0597,0.6091,0.9995,-0.0684,0.3099,0.001932
2024-08-30,2024-09-06,0.0192,58255.14,18,0.4359,-0.1932,4.8865,0.011927,0.4297,2.1928,-0.1,0.1314,0.008094,0.4359,-0.1932,4.8865,0.9998,-0.0805,0.306,0.011895
2024-08-30,2024-09-13,0.0383,58028.19,18,0.4544,-0.1663,3.2609,0.009032,0.4421,1.0003,0.1,0.206,0.007881,0.4544,-0.1663,3.2609,0.9997,-0.0731,0.3083,0.009026
2024-08-30,2024-09-20,0.0575,58445.96,16,0.4787,-0.0812,2.405,0.008305,0.4538,1.0037,0.1,0.2473,0.00722,0.4787,-0.0812,2.405,0.9997,-0.0671,0.3102,0.008304
2024-08-30,2024-09-27,0.0767,59083.85,17,0.4786,-0.1558,2.516,0.003031,0.4481,1.0074,-0.1,0.2756,0.010272,0.4786,-0.1558,2.516,0.9997,-0.064,0.3112,0.003035
2024-08-30,2024-10-25,0.1533,58323.73,20,0.5123,-0.152,1.556,0.002192,0.4616,1.0057,-0.1,0.2798,0.003065,0.5123,-0.152,1.556,0.9997,-0.0638,0.3113,0.002197
2024-08-30,2024-11-08,0.1916,58286.29,7,0.5771,0.2029,0.6353,0.002498,0.4993,1.002,0.1,0.3634,0.001618,0.5771,0.2029,0.6353,0.9996,-0.0677,0.31,0.002508
2024-08-30,2024-11-29,0.2491,58159.74,10,0.5839,0.202,0.623,0.001767,0.489,1.0187,0.1,0.3943,0.001971,0.5839,0.202,0.623,0.9997,-0.0687,0.3097,0.001777
2024-08-30,2024-12-27,0.3258,58510.74,9,0.6081,0.0375,0.573,0.002776,0.4979,1.0177,-0.1,0.4048,0.002173,0.6081,0.0375,0.573,0.9998,-0.0609,0.3122,0.002781
2024-08-31,2024-09-13,0.0356,58819.54,17,0.4359,-0.1902,3.5153,0.006127,,,,,,0.4359,-0.1902,3.5153,0.9997,-0.063,0.3115,0.006128
2024-08-31,2024-09-20,0.0548,58795.41,11,0.4555,-0.1547,2.5921,0.003486,,,,,,0.4555,-0.1547,2.5921,0.9997,-0.0633,0.3114,0.003491
2024-08-31,2024-09-27,0.0739,58881.73,14,0.4574,-0.1423,2.5014,0.004063,,,,,,0.4574,-0.1423,2.5014,0.9997,-0.0652,0.3108,0.004064
2024-08-31,2024-10-25,0.1506,59087.41,12,0.5059,0.1118,0.5756,0.004889,,,,,,0.5059,0.1118,0.5756,0.9997,-0.0627,0.3116,0.004893
2024-09-01,2024-09-13,0.0329,57749.09,18,0.4584,-0.0537,3.0698,0.014342,,,,,,0.4584,-0.0537,3.0698,0.9998,-0.0608,0.3122,0.014343
2024-09-01,2024-09-20,0.052,58332.47,14,0.4609,-0.149,2.8507,0.01138,,,,,,0.4609,-0.149,2.8507,0.9997,-0.0634,0.3114,0.011381
2024-09-01,2024-09-27,0.0712,58310.99,16,0.4691,-0.0501,2.2458,0.008505,,,,,,0.4691,-0.0501,2.2458,0.9997,-0.0678,0.31,0.008503
2024-09-01,2024-10-25,0.1478,57597.8,19,0.5024,-0.0587,1.4323,0.007817,,,,,,0.5024,-0.0587,1.4323,0.9997,-0.064,0.3112,0.007819
2024-09-01,2024-11-08,0.1862,58111.11,7,0.571,0.0818,0.5568,0.002835,,,,,,0.571,0.0818,0.5568,0.9997,-0.069,0.3096,0.002842
2024-09-02,2024-09-13,0.0301,58747.83,17,0.4793,-0.1454,4.1907,0.009885,,,,,,0.4793,-0.1454,4.1907,0.9997,-0.0673,0.3101,0.009883
2024-09-02,2024-09-20,0.0493,58657.45,14,0.4889,-0.1583,2.926,0.006738,,,,,,0.4889,-0.1583,2.926,0.9997,-0.0638,0.3113,0.006739
2024-09-02,2024-09-27,0.0684,58749.11,16,0.494,-0.0917,2.508,0.002296,,,,,,0.494,-0.0917,2.508,0.9997,-0.0638,0.3112,0.002301
2024-09-02,2024-10-25,0.1451,58638.78,17,0.522,0.2717,0.6898,0.004177,,,,,,0.522,0.2717,0.6898,0.9998,-0.0608,0.3122,0.00418
2024-09-02,2024-11-08,0.1834,58678.51,6,0.5768,0.304,0.7034,0.003254,,,,,,0.5768,0.304,0.7034,0.9996,-0.0691,0.3095,0.003259
2024-09-02,2024-11-29,0.2409,58144.28,11,0.5898,0.1474,0.5966,0.001977,,,,,,0.5898,0.1474,0.5966,0.9997,-0.0683,0.3098,0.001986
2024-09-02,2024-12-27,0.3176,58128.65,8,0.6014,0.0803,0.567,0.001741,,,,,,0.6014,0.0803,0.567,0.9997,-0.0668,0.3103,0.00175
2024-09-03,2024-09-13,0.0274,58580.02,18,0.4705,-0.1444,4.0299,0.012665,,,,,,0.4705,-0.1444,4.0299,1.0,-0.0573,0.3134,0.012666
2024-09-03,2024-09-20,0.0465,57730.58,16,0.4843,-0.1566,2.9103,0.009366,,,,,,0.4843,-0.1566,2.9103,0.9997,-0.0661,0.3105,0.009366
2024-09-03,2024-09-27,0.0657,57823.07,19,0.4913,-0.1565,2.5213,0.008573,,,,,,0.4913,-0.1565,2.5213,0.9997,-0.0651,0.3108,0.008573
2024-09-03,2024-10-25,0.1424,59676.39,21,0.5187,-0.0931,1.7625,0.005556,,,,,,0.5187,-0.0931,1.7625,0.9998,-0.0588,0.3129,0.005559
2024-09-03,2024-11-08,0.1807,57945.87,6,0.5874,0.2452,0.6586,0.005302,,,,,,0.5874,0.2452,0.6586,0.9997,-0.0683,0.3098,0.005306
2024-09-04,2024-09-13,0.0246,58497.94,18,0.5189,-0.0574,4.0656,0.013692,,,,,,0.5189,-0.0574,4.0656,0.9996,-0.0746,0.3079,0.01369
2024-09-04,2024-09-20,0.0438,57892.12,15,0.5213,-0.0779,2.8269,0.004619,,,,,,0.5213,-0.0779,2.8269,0.9998,-0.0612,0.3122,0.004622
2024-09-04,2024-09-27,0.063,56661.63,19,0.5291,-0.2167,2.6817,0.01026,,,,,,0.5291,-0.2167,2.6817,0.9999,-0.053,0.3147,0.01026
2024-09-04,2024-10-25,0.1396,57860.16,19,0.5394,0.3016,0.7014,0.004616,,,,,,0.5394,0.3016,0.7014,0.9998,-0.0611,0.3121,0.004619
2024-09-04,2024-11-08,0.178,56337.56,8,0.5986,0.1687,0.6057,0.003256,,,,,,0.5986,0.1687,0.6057,0.9996,-0.0689,0.3096,0.003261
2024-09-04,2024-11-29,0.2355,56345.66,15,0.6011,0.1544,0.6089,0.003276,,,,,,0.6011,0.1544,0.6089,0.9996,-0.0665,0.31,0.003283
2024-09-04,2024-12-27,0.3121,56836.48,12,0.6084,-0.0219,0.867,0.004962,,,,,,0.6084,-0.0219,0.867,0.9997,-0.0718,0.3087,0.004962
2024-09-05,2024-09-13,0.0219,57113.99,20,0.5238,-0.1935,4.3368,0.006028,,,,,,0.5238,-0.1935,4.3368,0.9998,-0.0614,0.312,0.006029
2024-09-05,2024-09-20,0.0411,57044.37,17,0.5163,-0.1755,3.3506,0.005419,,,,,,0.5163,-0.1755,3.3506,0.9997,-0.0636,0.3113,0.005421
2024-09-05,2024-09-27,0.0602,56098.05,21,0.519,-0.2488,2.9486,0.007933,,,,,,0.519,-0.2488,2.9486,1.0,-0.0506,0.3155,0.007933
2024-09-05,2024-10-25,0.1369,56172.8,20,0.5382,0.252,0.6744,0.00605,,,,,,0.5382,0.252,0.6744,0.9998,-0.0603,0.3124,0.006052
2024-09-05,2024-11-08,0.1752,55817.56,6,0.5825,-0.0437,1.4751,0.000897,,,,,,0.5825,-0.0437,1.4751,0.9997,-0.0684,0.3098,0.000922
2024-09-05,2024-11-29,0.2327,57039.66,10,0.5914,-0.0489,1.2822,0.001302,,,,,,0.5914,-0.0489,1.2822,0.9997,-0.0684,0.3098,0.001318
2024-09-05,2024-12-27,0.3094,56115.9,9,0.6078,-0.0148,0.8364,0.001217,,,,,,0.6078,-0.0148,0.8364,0.9997,-0.0697,0.3093,0.001225
2024-09-06,2024-09-13,0.0192,53821.82,22,0.593,-0.4118,4.9778,0.028822,0.638,1.0134,0.1,0.0083,0.065943,0.593,-0.4118,4.9778,1.0,-0.1,0.3,0.028799
2024-09-06,2024-09-20,0.0383,53055.39,19,0.5695,-0.2797,3.0858,0.010848,0.5508,0.9837,0.1,0.1981,0.017139,0.5695,-0.2797,3.0858,0.9998,-0.0611,0.3121,0.010849
2024-09-06,2024-09-27,0.0575,52689.7,21,0.5563,-0.2249,2.5643,0.012223,0.5326,0.988,0.1,0.2349,0.015562,0.5563,-0.2249,2.5643,0.9998,-0.0598,0.3126,0.012225
2024-09-06,2024-10-25,0.1342,53177.27,20,0.5548,0.1681,0.6035,0.006421,0.5119,1.0009,-0.1,0.2633,0.005884,0.5548,0.1681,0.6035,0.9998,-0.0608,0.3122,0.006423
2024-09-06,2024-11-08,0.1725,53533.3,8,0.6095,-0.1027,1.2175,0.004125,0.5612,1.0007,0.1,0.2956,0.005025,0.6095,-0.1027,1.2175,0.9997,-0.0686,0.3097,0.00413
2024-09-06,2024-11-29,0.23,53523.71,15,0.6217,-0.03,0.4986,0.005047,0.5742,1.0084,0.1,0.2606,0.005093,0.6217,-0.03,0.4986,0.9995,-0.0661,0.3099,0.005052
2024-09-06,2024-12-27,0.3066,53465.65,14,0.6142,-0.0602,0.9008,0.003575,0.5063,1.0189,-0.1,0.4144,0.004807,0.6142,-0.0602,0.9008,0.9997,-0.0686,0.3097,0.003579
2024-09-07,2024-09-20,0.0356,54499.43,15,0.5344,-0.1816,3.8151,0.008206,,,,,,0.5344,-0.1816,3.8151,0.9998,-0.0611,0.3121,0.008207
2024-09-07,2024-09-27,0.0548,54430.25,17,0.5379,-0.1241,2.8252,0.008561,,,,,,0.5379,-0.1241,2.8252,0.9997,-0.0644,0.311,0.008562
2024-09-07,2024-10-25,0.1314,54143.27,15,0.5529,0.3025,0.7021,0.004637,,,,,,0.5529,0.3025,0.7021,0.9998,-0.0612,0.3121,0.00464
2024-09-07,2024-11-08,0.1697,54554.29,7,0.6199,0.1492,0.6214,0.004721,,,,,,0.6199,0.1492,0.6214,0.9998,-0.0631,0.3117,0.004727
2024-09-07,2024-11-29,0.2272,54138.91,6,0.6232,0.0321,0.5563,0.003093,,,,,,0.6232,0.0321,0.5563,0.9997,-0.0677,0.31,0.003099
2024-09-07,2024-12-27,0.3039,54748.79,11,0.6148,0.007,0.9744,0.001659,,,,,,0.6148,0.007,0.9744,0.9997,-0.069,0.3095,0.001666
2024-09-08,2024-09-20,0.0329,54251.37,12,0.5565,-0.2019,3.4095,0.004332,,,,,,0.5565,-0.2019,3.4095,0.9998,-0.0618,0.3119,0.004334
2024-09-08,2024-09-27,0.052,53914.94,17,0.5398,-0.1466,2.9792,0.00484,,,,,,0.5398,-0.1466,2.9792,0.9996,-0.0703,0.3092,0.004841
2024-09-08,2024-10-25,0.1287,53916.96,14,0.5521,0.3021,0.7017,0.006551,,,,,,0.5521,0.3021,0.7017,0.9997,-0.0604,0.3123,0.006553
2024-09-08,2024-12-27,0.3012,54005.46,9,0.618,-0.0119,0.9171,0.003683,,,,,,0.618,-0.0119,0.9171,0.9997,-0.0677,0.31,0.003688
2024-09-09,2024-09-20,0.0301,56660.45,16,0.5661,-0.098,3.5467,0.007485,,,,,,0.5661,-0.098,3.5467,0.9997,-0.0667,0.3103,0.007485
2024-09-09,2024-09-27,0.0493,56479.98,20,0.5436,-0.0795,2.95,0.003707,,,,,,0.5436,-0.0795,2.95,0.9998,-0.0591,0.3128,0.00371
2024-09-09,2024-10-25,0.1259,57139.13,20,0.5472,-0.0076,1.6656,0.003811,,,,,,0.5472,-0.0076,1.6656,0.9997,-0.0635,0.3114,0.003814
2024-09-09,2024-11-08,0.1643,55896.43,6,0.6142,0.2094,0.6452,0.002675,,,,,,0.6142,0.2094,0.6452,0.9997,-0.0677,0.31,0.002684
2024-09-09,2024-11-29,0.2218,55441.34,9,0.6146,0.1837,0.6242,0.001953,,,,,,0.6146,0.1837,0.6242,0.9997,-0.0682,0.3098,0.001962
2024-09-09,2024-12-27,0.2984,56578.65,14,0.6115,0.0058,1.0088,0.001784,,,,,,0.6115,0.0058,1.0088,0.9997,-0.0687,0.3097,0.001793
2024-09-10,2024-09-20,0.0274,57491.61,17,0.5586,-0.0574,3.6239,0.006564,,,,,,0.5586,-0.0574,3.6239,0.9998,-0.0593,0.3127,0.006566
2024-09-10,2024-09-27,0.0465,56617.88,19,0.5366,-0.1163,3.0806,0.004941,,,,,,0.5366,-0.1163,3.0806,0.9998,-0.063,0.3115,0.004943
2024-09-10,2024-10-25,0.1232,57523.21,21,0.5521,0.2653,0.6926,0.005852,,,,,,0.5521,0.2653,0.6926,0.9997,-0.0586,0.3131,0.005854
2024-09-10,2024-11-08,0.1615,57649.33,7,0.609,0.2146,0.6645,0.003507,,,,,,0.609,0.2146,0.6645,0.9997,-0.0664,0.3103,0.003515
