date,expiry,T,F,n_strikes,sabr_alpha,sabr_rho,sabr_nu,sabr_rmse,merton_sigma,merton_lam,merton_muJ,merton_delta,js_alpha,js_rho,js_nu,js_lam,js_muJ,js_delta,bsm_rmse,sticky_strike_rmse,sticky_delta_rmse,js_joint_rmse,merton_rmse,T_bucket
2024-03-01,2024-03-29,0.0767,62629.53,22,0.6134,0.1492,1.9545,0.011941,0.5805,0.9914,-0.1,0.302,0.6134,0.1492,1.9545,0.9999,-0.0548,0.3142,0.029637,0.026235,0.011985,0.011941,0.020077,Short (<30d)
2024-03-01,2024-04-26,0.1533,61959.95,19,0.6127,0.1151,1.4026,0.004971,0.5027,0.9951,0.1,0.5056,0.6127,0.1151,1.4026,0.9997,-0.0683,0.3099,0.019437,0.00885,0.004946,0.004987,0.008255,Medium (30-90d)
2024-03-01,2024-05-31,0.2491,62958.85,17,0.6359,0.9989,0.2701,0.004669,0.4696,1.018,-0.1,0.5569,0.6359,0.9989,0.2701,0.9905,-0.0711,0.3126,0.018285,0.004688,0.004427,0.004495,0.007477,Long (90-180d)
2024-03-01,2024-06-28,0.3258,60992.4,10,0.6212,0.0804,1.0363,0.004703,0.5091,1.0215,0.1,0.4494,0.6212,0.0804,1.0363,0.9997,-0.0621,0.3118,0.016049,0.010141,0.004771,0.004708,0.008654,Long (90-180d)
2024-03-02,2024-03-15,0.0356,62008.4,13,0.6288,0.6957,0.9475,0.012786,,,,,0.6288,0.6957,0.9475,1.0009,-0.0534,0.3154,0.040992,0.01302,0.00544,,,Short (<30d)
2024-03-02,2024-03-22,0.0548,61905.99,14,0.6094,-0.0641,2.8071,0.006035,,,,,0.6094,-0.0641,2.8071,0.9997,-0.0685,0.3098,0.043158,0.011442,0.005872,,,Short (<30d)
2024-03-02,2024-03-29,0.0739,62095.8,16,0.6152,0.1298,1.9651,0.005915,,,,,0.6152,0.1298,1.9651,0.9997,-0.0663,0.3104,0.037131,0.026979,0.00608,,,Short (<30d)
2024-03-02,2024-04-26,0.1506,61918.66,14,0.6326,0.3602,0.7455,0.004433,,,,,0.6326,0.3602,0.7455,0.9997,-0.0654,0.3108,0.018675,0.005057,0.003958,,,Medium (30-90d)
2024-03-02,2024-06-28,0.3231,61959.18,6,0.6417,0.2115,0.6687,0.003601,,,,,0.6417,0.2115,0.6687,0.9998,-0.0726,0.3083,0.013614,0.004886,0.003478,,,Long (90-180d)
2024-03-03,2024-03-15,0.0329,62880.83,13,0.6771,0.2027,3.1412,0.021226,,,,,0.6771,0.2027,3.1412,0.9963,-0.0542,0.3156,0.076547,0.024048,0.022029,,,Short (<30d)
2024-03-03,2024-03-22,0.052,62781.87,13,0.6815,0.7071,0.9425,0.014018,,,,,0.6815,0.7071,0.9425,0.9991,-0.066,0.3116,0.06562,0.014079,0.013484,,,Short (<30d)
2024-03-03,2024-03-29,0.0712,62645.76,17,0.6484,0.2104,2.1879,0.013122,,,,,0.6484,0.2104,2.1879,1.0,-0.0525,0.315,0.03899,0.026179,0.013871,,,Short (<30d)
2024-03-03,2024-04-26,0.1478,61728.04,21,0.6697,0.4336,0.7605,0.015169,,,,,0.6697,0.4336,0.7605,0.9995,-0.068,0.3102,0.027878,0.015149,0.015146,,,Medium (30-90d)
2024-03-03,2024-05-31,0.2437,62713.48,11,0.6639,0.3281,0.7257,0.008196,,,,,0.6639,0.3281,0.7257,0.9998,-0.0743,0.3081,0.016332,0.008358,0.008084,,,Medium (30-90d)
2024-03-03,2024-06-28,0.3203,62561.24,9,0.6672,0.1556,0.656,0.00466,,,,,0.6672,0.1556,0.656,1.0,-0.1,0.3,0.012758,0.005495,0.004646,,,Long (90-180d)
2024-03-04,2024-03-15,0.0301,65048.97,23,0.7708,0.2151,2.5031,0.021869,,,,,0.7708,0.2151,2.5031,0.9999,-0.0652,0.311,0.041552,0.028,0.022288,,,Short (<30d)
2024-03-04,2024-03-22,0.0493,64716.72,17,0.7489,0.873,1.0323,0.017479,,,,,0.7489,0.873,1.0323,0.9905,-0.0691,0.3077,0.043544,0.01745,0.017384,,,Short (<30d)
2024-03-04,2024-03-29,0.0684,66812.84,25,0.717,0.1926,2.303,0.019003,,,,,0.717,0.1926,2.303,1.0,-0.0527,0.3148,0.040055,0.034574,0.019155,,,Short (<30d)
2024-03-04,2024-04-26,0.1451,65016.53,27,0.7027,0.1674,1.5561,0.012307,,,,,0.7027,0.1674,1.5561,0.9998,-0.0573,0.3133,0.029803,0.018494,0.01255,,,Medium (30-90d)
2024-03-04,2024-05-31,0.2409,66295.77,23,0.7019,0.1048,1.2287,0.008078,,,,,0.7019,0.1048,1.2287,0.9997,-0.0734,0.3082,0.020763,0.010565,0.008196,,,Medium (30-90d)
2024-03-04,2024-06-28,0.3176,66416.52,15,0.6565,0.2071,1.5325,0.015808,,,,,0.6565,0.2071,1.5325,1.0,-0.0533,0.3146,0.028592,0.02336,0.016323,,,Long (90-180d)
2024-03-05,2024-03-15,0.0274,66640.0,32,0.7401,0.145,3.5701,0.023698,,,,,0.7401,0.145,3.5701,1.0,-0.0499,0.3157,0.045019,0.044956,0.022059,,,Short (<30d)
2024-03-05,2024-03-22,0.0465,63602.08,19,0.7288,0.6371,0.8989,0.006568,,,,,0.7288,0.6371,0.8989,0.9994,-0.0675,0.3094,0.036918,0.006664,0.006337,,,Short (<30d)
2024-03-05,2024-03-29,0.0657,68109.82,24,0.7024,0.2004,2.3544,0.024476,,,,,0.7024,0.2004,2.3544,1.0,-0.0499,0.3158,0.040059,0.037737,0.023967,,,Short (<30d)
2024-03-05,2024-04-26,0.1424,62881.66,34,0.6876,-0.0181,1.7267,0.013643,,,,,0.6876,-0.0181,1.7267,0.9998,-0.0623,0.3117,0.034285,0.023377,0.013855,,,Medium (30-90d)
2024-03-05,2024-05-31,0.2382,67110.89,26,0.6857,0.1121,1.2264,0.003548,,,,,0.6857,0.1121,1.2264,0.9989,-0.0746,0.3072,0.021831,0.009221,0.003681,,,Medium (30-90d)
2024-03-05,2024-06-28,0.3149,68115.38,14,0.6949,0.1769,0.8336,0.00716,,,,,0.6949,0.1769,0.8336,1.0,-0.1,0.3,0.01318,0.008383,0.007155,,,Long (90-180d)
2024-03-06,2024-03-15,0.0246,66902.62,31,0.755,0.2215,4.0906,0.032675,,,,,0.755,0.2215,4.0906,1.0001,-0.0499,0.3158,0.056782,0.053764,0.033108,,,Short (<30d)
2024-03-06,2024-03-22,0.0438,63632.66,19,0.7263,0.8876,1.043,0.007688,,,,,0.7263,0.8876,1.043,0.9985,-0.0704,0.3106,0.069873,0.007808,0.007511,,,Short (<30d)
2024-03-06,2024-03-29,0.063,66959.83,22,0.6861,0.0967,3.091,0.027385,,,,,0.6861,0.0967,3.091,0.9999,-0.0501,0.3157,0.066085,0.056191,0.023819,,,Short (<30d)
2024-03-06,2024-04-26,0.1396,66664.94,25,0.6731,0.0746,2.1361,0.011823,,,,,0.6731,0.0746,2.1361,0.9999,-0.0635,0.3114,0.045672,0.02075,0.01221,,,Medium (30-90d)
2024-03-06,2024-05-31,0.2355,65220.58,22,0.6823,0.0815,1.4143,0.005947,,,,,0.6823,0.0815,1.4143,1.0,-0.0769,0.3075,0.016472,0.00818,0.005859,,,Medium (30-90d)
2024-03-06,2024-06-28,0.3121,65832.71,12,0.6643,0.1121,1.3687,0.007482,,,,,0.6643,0.1121,1.3687,0.9998,-0.0759,0.3075,0.026012,0.015674,0.007445,,,Long (90-180d)
2024-03-07,2024-03-15,0.0219,66126.49,26,0.6939,0.1121,3.673,0.014403,,,,,0.6939,0.1121,3.673,0.9989,-0.0899,0.1516,0.050684,0.035241,0.014393,,,Short (<30d)
2024-03-07,2024-03-22,0.0411,67925.7,19,0.6952,0.2459,2.183,0.00886,,,,,0.6952,0.2459,2.183,0.9991,-0.0666,0.3104,0.047752,0.011978,0.009236,,,Short (<30d)
2024-03-07,2024-03-29,0.0602,67067.44,19,0.6499,0.0855,3.1157,0.018597,,,,,0.6499,0.0855,3.1157,0.9999,-0.0504,0.3156,0.059852,0.053264,0.015338,,,Short (<30d)
2024-03-07,2024-04-26,0.1369,67487.29,23,0.6691,0.0885,1.7014,0.008802,,,,,0.6691,0.0885,1.7014,0.9998,-0.0649,0.3108,0.028671,0.014643,0.008959,,,Medium (30-90d)
2024-03-07,2024-05-31,0.2327,67174.89,19,0.6847,0.2367,0.6642,0.006537,,,,,0.6847,0.2367,0.6642,0.9995,-0.0773,0.3068,0.020644,0.006517,0.006506,,,Medium (30-90d)
2024-03-07,2024-06-28,0.3094,67210.38,8,0.6772,0.0345,0.8452,0.00291,,,,,0.6772,0.0345,0.8452,0.9997,-0.0744,0.3079,0.005529,0.005435,0.002908,,,Long (90-180d)
2024-03-08,2024-03-15,0.0192,66961.81,27,0.6459,0.0793,5.0,0.028858,0.6074,3.6907,-0.0999,0.2177,0.6459,0.0793,5.0,0.9999,-0.0499,0.3158,0.106394,0.077802,0.024329,,,Short (<30d)
2024-03-08,2024-03-22,0.0383,67595.4,17,0.6688,0.2243,2.4974,0.016946,0.4536,13.8121,0.1003,0.1582,0.6688,0.2243,2.4974,0.9997,-0.0713,0.3088,0.060279,0.018824,0.016836,0.016252,0.020923,Short (<30d)
2024-03-08,2024-03-29,0.0575,67452.46,21,0.6647,0.1234,2.3102,0.039605,0.4128,20.0,0.1018,0.13,0.6647,0.1234,2.3102,1.0,-0.1,0.15,0.062098,0.053099,0.039785,0.036173,0.043351,Short (<30d)
2024-03-08,2024-04-26,0.1342,69772.37,22,0.6597,0.0482,2.0385,0.015579,0.5228,1.0232,-0.1,0.6385,0.6597,0.0482,2.0385,0.9998,-0.066,0.3106,0.025767,0.021407,0.01544,0.015579,0.015925,Medium (30-90d)
2024-03-08,2024-05-31,0.23,68818.91,17,0.6732,0.3717,0.7472,0.008851,0.4765,1.0242,0.1,0.6528,0.6732,0.3717,0.7472,0.9994,-0.0751,0.3069,0.018493,0.008966,0.008757,0.008942,0.009866,Medium (30-90d)
2024-03-08,2024-06-28,0.3066,68539.22,11,0.6572,0.1053,1.2872,0.009165,0.562,1.0245,-0.1,0.4603,0.6572,0.1053,1.2872,0.9998,-0.0634,0.3114,0.01747,0.015321,0.009166,0.009165,0.012761,Long (90-180d)
2024-03-09,2024-03-22,0.0356,68387.85,17,0.6942,0.144,3.0488,0.009243,,,,,0.6942,0.144,3.0488,0.9996,-0.0684,0.3098,0.064292,0.017533,0.009195,,,Short (<30d)
2024-03-09,2024-03-29,0.0548,68328.78,13,0.6893,0.1239,2.5291,0.011463,,,,,0.6893,0.1239,2.5291,0.9997,-0.064,0.3112,0.038786,0.021857,0.011716,,,Short (<30d)
2024-03-09,2024-04-26,0.1314,68525.1,21,0.6694,0.0753,1.7074,0.009357,,,,,0.6694,0.0753,1.7074,0.9996,-0.0645,0.3104,0.020942,0.01977,0.009232,,,Medium (30-90d)
2024-03-09,2024-05-31,0.2272,68558.69,9,0.6985,0.2576,0.6686,0.005848,,,,,0.6985,0.2576,0.6686,0.9996,-0.077,0.3072,0.014666,0.005704,0.005403,,,Medium (30-90d)
2024-03-09,2024-06-28,0.3039,68438.19,6,0.7166,0.0528,0.4387,0.005934,,,,,0.7166,0.0528,0.4387,1.0,-0.1,0.3,0.013063,0.006088,0.005934,,,Long (90-180d)
2024-03-10,2024-03-22,0.0329,69407.0,16,0.7717,0.3164,2.4064,0.010109,,,,,0.7717,0.3164,2.4064,0.9998,-0.0702,0.3093,0.08364,0.01178,0.00954,,,Short (<30d)
2024-03-10,2024-03-29,0.052,69083.19,21,0.7346,0.1018,2.7411,0.018563,,,,,0.7346,0.1018,2.7411,1.0001,-0.0524,0.315,0.050232,0.041138,0.019485,,,Short (<30d)
2024-03-10,2024-04-26,0.1287,69774.62,22,0.7278,0.1222,1.671,0.008651,,,,,0.7278,0.1222,1.671,0.9996,-0.0785,0.3066,0.028398,0.016967,0.008501,,,Medium (30-90d)
2024-03-10,2024-05-31,0.2245,68730.36,15,0.6978,0.0344,1.6347,0.011555,,,,,0.6978,0.0344,1.6347,0.9997,-0.0681,0.31,0.020077,0.017297,0.01168,,,Medium (30-90d)
2024-03-10,2024-06-28,0.3012,69666.98,9,0.7151,0.1015,0.9465,0.009682,,,,,0.7151,0.1015,0.9465,0.9996,-0.0805,0.3059,0.01735,0.012206,0.009644,,,Long (90-180d)
2024-03-11,2024-03-22,0.0301,70573.27,20,0.795,0.1025,3.417,0.011794,,,,,0.795,0.1025,3.417,0.9999,-0.0653,0.3109,0.077402,0.022521,0.012247,,,Short (<30d)
2024-03-11,2024-03-29,0.0493,71402.83,29,0.778,0.0681,2.9632,0.041474,,,,,0.778,0.0681,2.9632,1.0,-0.1,0.3,0.092964,0.056104,0.042992,,,Short (<30d)
2024-03-11,2024-04-26,0.1259,70957.23,28,0.76,0.0518,1.7575,0.02023,,,,,0.76,0.0518,1.7575,1.0,-0.1,0.3,0.043505,0.025634,0.020561,,,Medium (30-90d)
2024-03-11,2024-05-31,0.2218,72331.1,20,0.7605,0.307,0.7079,0.015419,,,,,0.7605,0.307,0.7079,1.0,-0.1,0.3,0.041871,0.015636,0.01477,,,Medium (30-90d)
2024-03-11,2024-06-28,0.2984,71208.71,10,0.7327,0.0345,1.0067,0.019117,,,,,0.7327,0.0345,1.0067,0.9994,-0.0782,0.3068,0.020614,0.020434,0.019122,,,Long (90-180d)
2024-03-12,2024-03-22,0.0274,72280.2,25,0.7351,0.0876,3.4324,0.016902,,,,,0.7351,0.0876,3.4324,0.9995,-0.1117,0.2956,0.06356,0.038876,0.017396,,,Short (<30d)
2024-03-12,2024-03-29,0.0465,71199.57,23,0.7363,-0.0409,2.8067,0.024652,,,,,0.7363,-0.0409,2.8067,1.0,-0.1,0.3,0.072912,0.043591,0.026285,,,Short (<30d)
2024-03-12,2024-04-26,0.1232,70815.34,27,0.7393,0.0175,1.7939,0.013826,,,,,0.7393,0.0175,1.7939,0.9999,-0.0676,0.31,0.033367,0.01902,0.01392,,,Medium (30-90d)
2024-03-12,2024-05-31,0.219,71469.6,25,0.7373,0.0444,1.1565,0.010102,,,,,0.7373,0.0444,1.1565,0.9997,-0.0757,0.3069,0.01342,0.012345,0.010106,,,Medium (30-90d)
2024-03-12,2024-06-28,0.2957,70400.29,11,0.7391,0.0509,1.0262,0.004858,,,,,0.7391,0.0509,1.0262,1.0,-0.1,0.3,0.015603,0.007379,0.004866,,,Long (90-180d)
2024-03-13,2024-03-22,0.0246,72794.27,22,0.729,0.097,3.9041,0.011644,,,,,0.729,0.097,3.9041,0.9999,-0.0666,0.3104,0.085784,0.029659,0.012373,,,Short (<30d)
2024-03-13,2024-03-29,0.0438,72295.77,21,0.7238,0.0046,3.4938,0.01301,,,,,0.7238,0.0046,3.4938,1.0,-0.0517,0.3152,0.073771,0.050252,0.011362,,,Short (<30d)
2024-03-13,2024-04-26,0.1205,73525.79,27,0.742,0.0772,1.8646,0.008561,,,,,0.742,0.0772,1.8646,0.9967,-0.0579,0.3077,0.02866,0.019774,0.008654,,,Medium (30-90d)
2024-03-13,2024-05-31,0.2163,72557.66,21,0.7542,0.2337,0.6652,0.007802,,,,,0.7542,0.2337,0.6652,1.0,-0.1,0.3,0.013081,0.007872,0.007789,,,Medium (30-90d)
2024-03-13,2024-06-28,0.293,72821.96,11,0.7516,-0.0169,0.9852,0.011251,,,,,0.7516,-0.0169,0.9852,1.0,-0.1,0.3,0.013857,0.012397,0.01128,,,Long (90-180d)
2024-03-14,2024-03-22,0.0219,73284.93,23,0.6807,0.0389,4.2297,0.017504,,,,,0.6807,0.0389,4.2297,1.0,-0.0504,0.3156,0.087101,0.056331,0.017625,,,Short (<30d)
2024-03-14,2024-03-29,0.0411,69019.96,25,0.6825,-0.1711,3.5158,0.017593,,,,,0.6825,-0.1711,3.5158,0.9999,-0.0586,0.3129,0.086746,0.052915,0.018409,,,Short (<30d)
2024-03-14,2024-04-05,0.0602,70747.79,21,0.6857,-0.0559,2.368,0.004805,,,,,0.6857,-0.0559,2.368,1.0001,-0.0681,0.3099,0.037276,0.011703,0.005003,,,Short (<30d)
2024-03-14,2024-04-26,0.1177,70751.86,29,0.7211,-0.0152,1.6104,0.007699,,,,,0.7211,-0.0152,1.6104,0.9998,-0.0592,0.3127,0.022642,0.017421,0.00747,,,Medium (30-90d)
2024-03-14,2024-05-31,0.2136,70289.5,21,0.7214,-0.0234,1.4571,0.003957,,,,,0.7214,-0.0234,1.4571,0.9997,-0.0761,0.3074,0.012289,0.007409,0.003948,,,Medium (30-90d)
2024-03-14,2024-06-28,0.2902,71172.42,8,0.7473,0.1027,0.6191,0.003216,,,,,0.7473,0.1027,0.6191,1.0,-0.1,0.3,0.011598,0.003919,0.003157,,,Long (90-180d)
2024-03-15,2024-03-22,0.0192,67272.89,22,0.7336,-0.225,5.0,0.016124,0.7451,0.0817,-0.0998,2.0,0.7336,-0.225,5.0,0.9997,-0.054,0.3144,0.063459,0.049235,0.013724,0.013376,0.027169,Short (<30d)
2024-03-15,2024-03-29,0.0383,68164.28,32,0.7155,-0.219,3.0901,0.044781,0.5886,4.3646,0.1,0.2634,0.7155,-0.219,3.0901,0.9999,-0.0521,0.3152,0.119691,0.061272,0.044434,,,Short (<30d)
2024-03-15,2024-04-05,0.0575,68410.77,23,0.713,-0.1691,2.3067,0.008694,0.6847,0.9818,-0.1,0.2922,0.713,-0.1691,2.3067,0.9997,-0.0679,0.3099,0.016615,0.014917,0.008978,0.0081,0.011781,Short (<30d)
2024-03-15,2024-04-26,0.115,67472.55,31,0.73,-0.0232,1.5755,0.012311,0.6494,1.0075,-0.1,0.4677,0.73,-0.0232,1.5755,0.9996,-0.0789,0.3063,0.021171,0.019988,0.012556,0.012215,0.012999,Medium (30-90d)
2024-03-15,2024-05-31,0.2108,67309.1,28,0.7616,0.0857,0.5894,0.007643,0.6582,1.0299,0.1,0.4513,0.7616,0.0857,0.5894,1.0024,-0.0715,0.3116,0.013369,0.007989,0.007506,0.007483,0.007583,Medium (30-90d)
2024-03-15,2024-06-28,0.2875,67176.35,10,0.7486,0.0226,1.0956,0.004493,0.5994,1.0333,0.1,0.5693,0.7486,0.0226,1.0956,1.0,-0.1,0.3,0.010598,0.00912,0.004435,0.004493,0.004998,Long (90-180d)
2024-03-16,2024-03-29,0.0356,68631.59,21,0.6818,-0.0255,3.47,0.020188,,,,,0.6818,-0.0255,3.47,1.0,-0.05,0.3157,0.067106,0.058679,0.01681,,,Short (<30d)
2024-03-16,2024-04-05,0.0548,66945.7,23,0.703,-0.0329,1.9997,0.009855,,,,,0.703,-0.0329,1.9997,0.9996,-0.0713,0.309,0.021402,0.012954,0.009546,,,Short (<30d)
2024-03-16,2024-04-26,0.1123,67339.59,26,0.7263,0.1934,0.6517,0.015788,,,,,0.7263,0.1934,0.6517,0.9997,-0.0632,0.3114,0.018897,0.016064,0.015424,,,Medium (30-90d)
2024-03-16,2024-05-31,0.2081,66396.6,11,0.7479,0.0564,0.5473,0.005187,,,,,0.7479,0.0564,0.5473,0.9998,-0.0762,0.3074,0.009145,0.005127,0.005106,,,Medium (30-90d)
2024-03-16,2024-06-28,0.2847,69231.71,9,0.7367,0.022,1.171,0.014279,,,,,0.7367,0.022,1.171,1.0,-0.1,0.3,0.020567,0.017114,0.014376,,,Long (90-180d)
2024-03-17,2024-03-29,0.0329,66439.2,22,0.7226,-0.1493,3.7011,0.016988,,,,,0.7226,-0.1493,3.7011,1.0,-0.0516,0.3152,0.097776,0.05829,0.01489,,,Short (<30d)
2024-03-17,2024-04-05,0.052,68002.59,20,0.7245,0.0054,1.8453,0.005216,,,,,0.7245,0.0054,1.8453,0.9996,-0.0688,0.3097,0.016506,0.007697,0.005236,,,Short (<30d)
2024-03-17,2024-04-26,0.1095,65811.08,21,0.7504,0.2711,0.687,0.005375,,,,,0.7504,0.2711,0.687,0.9999,-0.0661,0.3106,0.017798,0.005704,0.004689,,,Medium (30-90d)
2024-03-17,2024-05-31,0.2053,65597.73,19,0.7412,-0.0076,1.4666,0.004958,,,,,0.7412,-0.0076,1.4666,0.9996,-0.0745,0.3078,0.013853,0.008455,0.005055,,,Medium (30-90d)
2024-03-17,2024-06-28,0.282,66276.87,6,0.7113,0.1192,1.4357,0.013852,,,,,0.7113,0.1192,1.4357,1.0,-0.0752,0.3074,0.042908,0.017645,0.013904,,,Long (90-180d)
2024-03-18,2024-03-29,0.0301,67096.68,25,0.7177,-0.1014,3.097,0.026863,,,,,0.7177,-0.1014,3.097,1.0,-0.1036,0.2989,0.106582,0.048267,0.030123,,,Short (<30d)
2024-03-18,2024-04-05,0.0493,67462.31,22,0.6949,-0.1341,2.8173,0.013902,,,,,0.6949,-0.1341,2.8173,0.9996,-0.0739,0.308,0.02561,0.020501,0.013523,,,Short (<30d)
2024-03-18,2024-04-26,0.1068,67007.26,30,0.7212,-0.0335,1.7603,0.006601,,,,,0.7212,-0.0335,1.7603,0.9997,-0.0667,0.3102,0.016974,0.016467,0.006603,,,Medium (30-90d)
2024-03-18,2024-05-31,0.2026,67131.33,19,0.7588,0.1321,0.6199,0.004971,,,,,0.7588,0.1321,0.6199,1.0019,-0.0733,0.311,0.007913,0.005248,0.004472,,,Medium (30-90d)
2024-03-18,2024-06-28,0.2793,66702.13,7,0.7449,0.1132,0.9687,0.002829,,,,,0.7449,0.1132,0.9687,1.0,-0.1,0.3,0.011409,0.004681,0.002855,,,Long (90-180d)
2024-03-19,2024-03-29,0.0274,62802.77,32,0.6918,-0.2397,3.6569,0.01674,,,,,0.6918,-0.2397,3.6569,0.9996,-0.0889,0.3034,0.108577,0.061638,0.020653,,,Short (<30d)
2024-03-19,2024-04-05,0.0465,65393.62,26,0.6663,-0.0878,2.689,0.016206,,,,,0.6663,-0.0878,2.689,0.9996,-0.0715,0.3088,0.032592,0.024641,0.016472,,,Short (<30d)
2024-03-19,2024-04-26,0.104,62782.41,35,0.7097,-0.0671,1.721,0.009942,,,,,0.7097,-0.0671,1.721,0.9998,-0.0631,0.3115,0.02943,0.021593,0.009767,,,Medium (30-90d)
2024-03-19,2024-05-31,0.1999,62702.95,20,0.7468,0.2406,0.6617,0.004879,,,,,0.7468,0.2406,0.6617,0.9997,-0.0758,0.3077,0.015835,0.004904,0.004879,,,Medium (30-90d)
2024-03-19,2024-06-28,0.2765,63356.66,11,0.7442,0.0891,1.0156,0.005832,,,,,0.7442,0.0891,1.0156,0.9995,-0.0695,0.3095,0.012385,0.0099,0.005975,,,Long (90-180d)
2024-03-20,2024-03-29,0.0246,64019.75,29,0.7284,-0.1801,3.2154,0.016622,,,,,0.7284,-0.1801,3.2154,0.9997,-0.0639,0.3112,0.090494,0.046845,0.017742,,,Short (<30d)
2024-03-20,2024-04-05,0.0438,63420.1,27,0.7118,-0.0463,2.0759,0.01141,,,,,0.7118,-0.0463,2.0759,0.9996,-0.0703,0.3091,0.024831,0.017061,0.011424,,,Short (<30d)
2024-03-20,2024-04-26,0.1013,63713.44,30,0.7402,0.0549,1.6441,0.006251,,,,,0.7402,0.0549,1.6441,0.9996,-0.068,0.3099,0.026017,0.010704,0.006382,,,Medium (30-90d)
2024-03-20,2024-05-31,0.1971,61421.09,23,0.7589,0.311,0.7103,0.007107,,,,,0.7589,0.311,0.7103,0.9997,-0.0719,0.3083,0.023511,0.007563,0.005849,,,Medium (30-90d)
2024-03-20,2024-06-28,0.2738,61852.18,13,0.7452,0.0836,1.2184,0.004879,,,,,0.7452,0.0836,1.2184,1.0,-0.1,0.3,0.016066,0.010323,0.004971,,,Long (90-180d)
2024-03-21,2024-03-29,0.0219,67078.16,31,0.6686,-0.118,4.3655,0.033687,,,,,0.6686,-0.118,4.3655,1.0,-0.0506,0.3155,0.147041,0.074889,0.035485,,,Short (<30d)
2024-03-21,2024-04-05,0.0411,67880.7,22,0.7013,0.023,2.11,0.011445,,,,,0.7013,0.023,2.11,0.9997,-0.0671,0.3103,0.023205,0.014948,0.011448,,,Short (<30d)
2024-03-21,2024-04-12,0.0602,66555.87,13,0.7185,0.1993,0.6527,0.01095,,,,,0.7185,0.1993,0.6527,0.9996,-0.0654,0.3105,0.016423,0.011178,0.00915,,,Short (<30d)
2024-03-21,2024-04-26,0.0986,67812.6,26,0.7231,0.0258,2.0902,0.008443,,,,,0.7231,0.0258,2.0902,0.9997,-0.0628,0.3115,0.028564,0.022842,0.008443,,,Medium (30-90d)
2024-03-21,2024-05-31,0.1944,65214.09,18,0.7584,0.285,0.6933,0.006728,,,,,0.7584,0.285,0.6933,1.0,-0.1,0.3,0.01938,0.006769,0.006717,,,Medium (30-90d)
2024-03-21,2024-06-28,0.271,64970.57,10,0.7551,0.1076,1.142,0.006291,,,,,0.7551,0.1076,1.142,0.9999,-0.0736,0.3082,0.01427,0.011503,0.006379,,,Long (90-180d)
2024-03-22,2024-03-29,0.0192,63692.21,30,0.6348,-0.1743,4.8782,0.038463,0.6616,0.0872,-0.1002,2.0,0.6348,-0.1743,4.8782,0.9999,-0.0499,0.3158,0.141304,0.101493,0.026217,,,Short (<30d)
2024-03-22,2024-04-05,0.0383,62835.66,23,0.6743,-0.1984,2.841,0.007576,0.6731,0.0395,-0.1,2.0,0.6743,-0.1984,2.841,0.9997,-0.0709,0.309,0.026117,0.020073,0.007012,0.007335,0.011756,Short (<30d)
2024-03-22,2024-04-12,0.0575,65772.49,20,0.6663,-0.1927,2.7968,0.010372,0.6362,0.9975,-0.1,0.3278,0.6663,-0.1927,2.7968,0.9996,-0.0712,0.3089,0.022676,0.021606,0.010145,0.01943,0.016517,Short (<30d)
2024-03-22,2024-04-26,0.0958,64467.51,22,0.7225,0.0083,1.6002,0.005685,0.6551,1.0024,-0.1,0.4354,0.7225,0.0083,1.6002,0.9997,-0.0674,0.31,0.023085,0.01531,0.005721,0.005685,0.005967,Medium (30-90d)
2024-03-22,2024-05-31,0.1916,64882.37,19,0.7467,0.2796,0.6918,0.004165,0.596,1.0383,0.1,0.5866,0.7467,0.2796,0.6918,1.0005,-0.0744,0.3071,0.020173,0.004369,0.004109,0.004221,0.005044,Medium (30-90d)
2024-03-23,2024-04-05,0.0356,64505.4,19,0.674,-0.1749,2.7894,0.008383,,,,,0.674,-0.1749,2.7894,0.9997,-0.0673,0.3102,0.016845,0.012582,0.008564,,,Short (<30d)
2024-03-23,2024-04-12,0.0548,63889.81,17,0.6741,-0.2031,2.3683,0.0088,,,,,0.6741,-0.2031,2.3683,0.9997,-0.0687,0.3097,0.015424,0.012473,0.008731,,,Short (<30d)
2024-03-23,2024-04-26,0.0931,65242.17,21,0.7194,0.3843,0.7626,0.005342,,,,,0.7194,0.3843,0.7626,0.9997,-0.0654,0.3107,0.021199,0.005801,0.003974,,,Medium (30-90d)
2024-03-23,2024-05-31,0.1889,64368.23,16,0.7406,0.3621,0.7411,0.003231,,,,,0.7406,0.3621,0.7411,0.9969,-0.077,0.3046,0.022415,0.003152,0.003072,,,Medium (30-90d)
2024-03-24,2024-04-05,0.0329,65910.89,21,0.6679,-0.0535,2.4567,0.010944,,,,,0.6679,-0.0535,2.4567,0.9994,-0.0691,0.3094,0.024255,0.015878,0.011083,,,Short (<30d)
2024-03-24,2024-04-12,0.052,65655.08,19,0.6879,-0.07,1.4479,0.00861,,,,,0.6879,-0.07,1.4479,0.9997,-0.0685,0.3098,0.012582,0.009712,0.008595,,,Short (<30d)
2024-03-24,2024-04-26,0.0903,66807.28,19,0.7208,0.3299,0.7193,0.007586,,,,,0.7208,0.3299,0.7193,0.9997,-0.0693,0.3094,0.016479,0.007622,0.00757,,,Medium (30-90d)
2024-03-24,2024-05-31,0.1862,65865.98,13,0.7455,0.2384,0.659,0.003714,,,,,0.7455,0.2384,0.659,0.9997,-0.0767,0.3069,0.015742,0.00357,0.003389,,,Medium (30-90d)
